Country,Country_code,Who_region,Wb_income,Year,Month,Agegroup,Deaths
Tajikistan,TJK,EUR,LIC,2022,8,0_4,
Tajikistan,TJK,EUR,LIC,2022,9,0_4,
Tajikistan,TJK,EUR,LIC,2022,7,0_4,
Tajikistan,TJK,EUR,LIC,2022,1,0_4,
Tajikistan,TJK,EUR,LIC,2022,7,65+,
Tajikistan,TJK,EUR,LIC,2022,8,65+,
Tajikistan,TJK,EUR,LIC,2022,9,65+,
Tajikistan,TJK,EUR,LIC,2022,10,5_14,
Tajikistan,TJK,EUR,LIC,2022,11,5_14,
Tajikistan,TJK,EUR,LIC,2022,1,5_14,
Tajikistan,TJK,EUR,LIC,2022,1,65+,
Tajikistan,TJK,EUR,LIC,2022,2,65+,
Tajikistan,TJK,EUR,LIC,2022,3,65+,
Tajikistan,TJK,EUR,LIC,2022,4,65+,
Tajikistan,TJK,EUR,LIC,2022,5,0_4,
Tajikistan,TJK,EUR,LIC,2022,5,5_14,
Tajikistan,TJK,EUR,LIC,2022,6,0_4,
Tajikistan,TJK,EUR,LIC,2022,6,5_14,
Tajikistan,TJK,EUR,LIC,2022,7,15_64,
Tajikistan,TJK,EUR,LIC,2022,8,15_64,
Tajikistan,TJK,EUR,LIC,2022,9,15_64,
Tajikistan,TJK,EUR,LIC,2022,10,65+,
Tajikistan,TJK,EUR,LIC,2022,12,0_4,
Tajikistan,TJK,EUR,LIC,2022,9,5_14,
Tajikistan,TJK,EUR,LIC,2022,10,15_64,
Tajikistan,TJK,EUR,LIC,2022,11,15_64,
Tajikistan,TJK,EUR,LIC,2022,12,65+,
Tajikistan,TJK,EUR,LIC,2022,4,5_14,
Tajikistan,TJK,EUR,LIC,2022,5,15_64,
Tajikistan,TJK,EUR,LIC,2022,6,15_64,
Tajikistan,TJK,EUR,LIC,2022,2,0_4,
Tajikistan,TJK,EUR,LIC,2022,2,5_14,
Tajikistan,TJK,EUR,LIC,2022,3,5_14,
Tajikistan,TJK,EUR,LIC,2022,4,0_4,
Tajikistan,TJK,EUR,LIC,2022,3,0_4,
Tajikistan,TJK,EUR,LIC,2022,12,5_14,
Tajikistan,TJK,EUR,LIC,2022,11,65+,
Thailand,THA,SEAR,UMC,2022,1,15_64,
Thailand,THA,SEAR,UMC,2022,2,15_64,
Thailand,THA,SEAR,UMC,2022,3,15_64,
Thailand,THA,SEAR,UMC,2022,4,15_64,
Thailand,THA,SEAR,UMC,2022,10,0_4,
Thailand,THA,SEAR,UMC,2022,11,0_4,
Thailand,THA,SEAR,UMC,2022,11,5_14,
Thailand,THA,SEAR,UMC,2022,7,65+,
Thailand,THA,SEAR,UMC,2022,9,15_64,
Thailand,THA,SEAR,UMC,2022,8,15_64,
Thailand,THA,SEAR,UMC,2022,7,15_64,
Thailand,THA,SEAR,UMC,2022,6,5_14,
Thailand,THA,SEAR,UMC,2022,6,0_4,
Thailand,THA,SEAR,UMC,2022,5,5_14,
Thailand,THA,SEAR,UMC,2022,5,0_4,
Thailand,THA,SEAR,UMC,2022,1,65+,
Thailand,THA,SEAR,UMC,2022,8,65+,
Thailand,THA,SEAR,UMC,2022,9,65+,
Thailand,THA,SEAR,UMC,2022,5,15_64,
Thailand,THA,SEAR,UMC,2022,6,15_64,
Thailand,THA,SEAR,UMC,2022,1,5_14,
Thailand,THA,SEAR,UMC,2022,3,5_14,
Thailand,THA,SEAR,UMC,2022,11,65+,
Thailand,THA,SEAR,UMC,2022,2,5_14,
Thailand,THA,SEAR,UMC,2022,7,0_4,
Thailand,THA,SEAR,UMC,2022,8,0_4,
Thailand,THA,SEAR,UMC,2022,9,0_4,
Thailand,THA,SEAR,UMC,2022,12,15_64,
Thailand,THA,SEAR,UMC,2022,2,65+,
Thailand,THA,SEAR,UMC,2022,10,65+,
Thailand,THA,SEAR,UMC,2022,10,5_14,
Thailand,THA,SEAR,UMC,2022,4,65+,
Thailand,THA,SEAR,UMC,2022,4,5_14,
Thailand,THA,SEAR,UMC,2022,3,65+,
Thailand,THA,SEAR,UMC,2022,1,0_4,
Thailand,THA,SEAR,UMC,2022,2,0_4,
Thailand,THA,SEAR,UMC,2022,3,0_4,
Thailand,THA,SEAR,UMC,2022,5,65+,
Thailand,THA,SEAR,UMC,2022,4,0_4,
Thailand,THA,SEAR,UMC,2022,6,65+,
Thailand,THA,SEAR,UMC,2022,7,5_14,
Thailand,THA,SEAR,UMC,2022,8,5_14,
Thailand,THA,SEAR,UMC,2022,12,65+,
Thailand,THA,SEAR,UMC,2022,12,5_14,
Thailand,THA,SEAR,UMC,2022,12,0_4,
Thailand,THA,SEAR,UMC,2022,10,15_64,
Thailand,THA,SEAR,UMC,2022,9,5_14,
Thailand,THA,SEAR,UMC,2022,11,15_64,
Timor-Leste,TLS,SEAR,LMC,2022,9,0_4,
Timor-Leste,TLS,SEAR,LMC,2022,8,0_4,
Timor-Leste,TLS,SEAR,LMC,2022,12,15_64,
Timor-Leste,TLS,SEAR,LMC,2022,7,0_4,
Timor-Leste,TLS,SEAR,LMC,2022,10,65+,
Timor-Leste,TLS,SEAR,LMC,2022,3,0_4,0
Timor-Leste,TLS,SEAR,LMC,2022,11,65+,
Timor-Leste,TLS,SEAR,LMC,2022,5,65+,0
Timor-Leste,TLS,SEAR,LMC,2022,2,15_64,0
Timor-Leste,TLS,SEAR,LMC,2022,12,65+,
Timor-Leste,TLS,SEAR,LMC,2022,6,15_64,
Timor-Leste,TLS,SEAR,LMC,2022,12,5_14,
Timor-Leste,TLS,SEAR,LMC,2022,6,65+,
Timor-Leste,TLS,SEAR,LMC,2022,6,5_14,
Timor-Leste,TLS,SEAR,LMC,2022,5,5_14,0
Timor-Leste,TLS,SEAR,LMC,2022,4,65+,0
Timor-Leste,TLS,SEAR,LMC,2022,4,5_14,0
Timor-Leste,TLS,SEAR,LMC,2022,1,65+,
Timor-Leste,TLS,SEAR,LMC,2022,1,5_14,0
Timor-Leste,TLS,SEAR,LMC,2022,11,0_4,
Timor-Leste,TLS,SEAR,LMC,2022,10,15_64,
Timor-Leste,TLS,SEAR,LMC,2022,10,0_4,
Timor-Leste,TLS,SEAR,LMC,2022,5,15_64,0
Timor-Leste,TLS,SEAR,LMC,2022,11,15_64,
Timor-Leste,TLS,SEAR,LMC,2022,10,5_14,
Timor-Leste,TLS,SEAR,LMC,2022,7,65+,
Timor-Leste,TLS,SEAR,LMC,2022,5,0_4,0
Timor-Leste,TLS,SEAR,LMC,2022,4,0_4,0
Timor-Leste,TLS,SEAR,LMC,2022,3,65+,0
Timor-Leste,TLS,SEAR,LMC,2022,1,0_4,
Timor-Leste,TLS,SEAR,LMC,2022,4,15_64,0
Timor-Leste,TLS,SEAR,LMC,2022,1,15_64,0
Timor-Leste,TLS,SEAR,LMC,2022,11,5_14,
Timor-Leste,TLS,SEAR,LMC,2022,12,0_4,
Timor-Leste,TLS,SEAR,LMC,2022,9,15_64,
Timor-Leste,TLS,SEAR,LMC,2022,8,5_14,
Timor-Leste,TLS,SEAR,LMC,2022,8,15_64,
Timor-Leste,TLS,SEAR,LMC,2022,7,5_14,
Timor-Leste,TLS,SEAR,LMC,2022,7,15_64,
Timor-Leste,TLS,SEAR,LMC,2022,3,5_14,0
Timor-Leste,TLS,SEAR,LMC,2022,6,0_4,
Timor-Leste,TLS,SEAR,LMC,2022,2,65+,0
Timor-Leste,TLS,SEAR,LMC,2022,2,5_14,0
Timor-Leste,TLS,SEAR,LMC,2022,2,0_4,0
Timor-Leste,TLS,SEAR,LMC,2022,9,5_14,
Timor-Leste,TLS,SEAR,LMC,2022,8,65+,
Timor-Leste,TLS,SEAR,LMC,2022,3,15_64,0
Timor-Leste,TLS,SEAR,LMC,2022,9,65+,
Togo,TGO,AFR,LIC,2022,9,15_64,
Togo,TGO,AFR,LIC,2022,8,15_64,
Togo,TGO,AFR,LIC,2022,6,5_14,
Togo,TGO,AFR,LIC,2022,5,65+,
Togo,TGO,AFR,LIC,2022,5,5_14,
Togo,TGO,AFR,LIC,2022,5,15_64,
Togo,TGO,AFR,LIC,2022,6,15_64,
Togo,TGO,AFR,LIC,2022,7,0_4,
Togo,TGO,AFR,LIC,2022,8,0_4,
Togo,TGO,AFR,LIC,2022,12,0_4,
Togo,TGO,AFR,LIC,2022,9,65+,
Togo,TGO,AFR,LIC,2022,9,5_14,
Togo,TGO,AFR,LIC,2022,8,65+,
Togo,TGO,AFR,LIC,2022,7,5_14,
Togo,TGO,AFR,LIC,2022,8,5_14,
Togo,TGO,AFR,LIC,2022,7,65+,
Togo,TGO,AFR,LIC,2022,1,5_14,
Togo,TGO,AFR,LIC,2022,1,0_4,
Togo,TGO,AFR,LIC,2022,4,0_4,
Togo,TGO,AFR,LIC,2022,3,5_14,
Togo,TGO,AFR,LIC,2022,3,0_4,
Togo,TGO,AFR,LIC,2022,2,5_14,
Togo,TGO,AFR,LIC,2022,2,0_4,
Togo,TGO,AFR,LIC,2022,12,65+,
Togo,TGO,AFR,LIC,2022,9,0_4,
Togo,TGO,AFR,LIC,2022,6,65+,
Togo,TGO,AFR,LIC,2022,7,15_64,
Togo,TGO,AFR,LIC,2022,6,0_4,
Togo,TGO,AFR,LIC,2022,5,0_4,
Togo,TGO,AFR,LIC,2022,3,65+,
Togo,TGO,AFR,LIC,2022,2,65+,
Togo,TGO,AFR,LIC,2022,1,65+,
Togo,TGO,AFR,LIC,2022,12,5_14,
Togo,TGO,AFR,LIC,2022,12,15_64,
Togo,TGO,AFR,LIC,2022,4,65+,
Togo,TGO,AFR,LIC,2022,10,5_14,
Togo,TGO,AFR,LIC,2022,10,15_64,
Togo,TGO,AFR,LIC,2022,4,5_14,
Togo,TGO,AFR,LIC,2022,11,15_64,
Togo,TGO,AFR,LIC,2022,3,15_64,
Togo,TGO,AFR,LIC,2022,2,15_64,
Togo,TGO,AFR,LIC,2022,1,15_64,
Togo,TGO,AFR,LIC,2022,11,65+,
Togo,TGO,AFR,LIC,2022,11,0_4,
Togo,TGO,AFR,LIC,2022,10,65+,
Togo,TGO,AFR,LIC,2022,10,0_4,
Togo,TGO,AFR,LIC,2022,4,15_64,
Togo,TGO,AFR,LIC,2022,11,5_14,
Tokelau,TKL,WPR,,2022,11,5_14,
Tokelau,TKL,WPR,,2022,6,0_4,
Tokelau,TKL,WPR,,2022,5,0_4,
Tokelau,TKL,WPR,,2022,10,15_64,
Tokelau,TKL,WPR,,2022,10,5_14,
Tokelau,TKL,WPR,,2022,11,15_64,
Tokelau,TKL,WPR,,2022,12,0_4,
Tokelau,TKL,WPR,,2022,11,65+,
Tokelau,TKL,WPR,,2022,10,65+,
Tokelau,TKL,WPR,,2022,4,15_64,
Tokelau,TKL,WPR,,2022,3,15_64,
Tokelau,TKL,WPR,,2022,2,15_64,
Tokelau,TKL,WPR,,2022,1,15_64,
Tokelau,TKL,WPR,,2022,6,15_64,
Tokelau,TKL,WPR,,2022,5,15_64,
Tokelau,TKL,WPR,,2022,5,5_14,
Tokelau,TKL,WPR,,2022,6,65+,
Tokelau,TKL,WPR,,2022,12,65+,
Tokelau,TKL,WPR,,2022,6,5_14,
Tokelau,TKL,WPR,,2022,12,15_64,
Tokelau,TKL,WPR,,2022,4,65+,
Tokelau,TKL,WPR,,2022,3,65+,
Tokelau,TKL,WPR,,2022,2,65+,
Tokelau,TKL,WPR,,2022,1,65+,
Tokelau,TKL,WPR,,2022,7,5_14,
Tokelau,TKL,WPR,,2022,8,0_4,
Tokelau,TKL,WPR,,2022,9,5_14,
Tokelau,TKL,WPR,,2022,9,0_4,
Tokelau,TKL,WPR,,2022,8,5_14,
Tokelau,TKL,WPR,,2022,7,15_64,
Tokelau,TKL,WPR,,2022,4,0_4,
Tokelau,TKL,WPR,,2022,3,0_4,
Tokelau,TKL,WPR,,2022,2,0_4,
Tokelau,TKL,WPR,,2022,1,0_4,
Tokelau,TKL,WPR,,2022,11,0_4,
Tokelau,TKL,WPR,,2022,10,0_4,
Tokelau,TKL,WPR,,2022,9,65+,
Tokelau,TKL,WPR,,2022,8,65+,
Tokelau,TKL,WPR,,2022,7,65+,
Tokelau,TKL,WPR,,2022,4,5_14,
Tokelau,TKL,WPR,,2022,3,5_14,
Tokelau,TKL,WPR,,2022,2,5_14,
Tokelau,TKL,WPR,,2022,1,5_14,
Tokelau,TKL,WPR,,2022,5,65+,
Tokelau,TKL,WPR,,2022,7,0_4,
Tokelau,TKL,WPR,,2022,8,15_64,
Tokelau,TKL,WPR,,2022,9,15_64,
Tokelau,TKL,WPR,,2022,12,5_14,
Tonga,TON,WPR,UMC,2022,7,0_4,
Tonga,TON,WPR,UMC,2022,9,65+,
Tonga,TON,WPR,UMC,2022,7,15_64,
Tonga,TON,WPR,UMC,2022,9,5_14,
Tonga,TON,WPR,UMC,2022,8,65+,
Tonga,TON,WPR,UMC,2022,8,5_14,
Tonga,TON,WPR,UMC,2022,7,5_14,
Tonga,TON,WPR,UMC,2022,7,65+,
Tonga,TON,WPR,UMC,2022,12,0_4,
Tonga,TON,WPR,UMC,2022,6,15_64,
Tonga,TON,WPR,UMC,2022,5,15_64,
Tonga,TON,WPR,UMC,2022,11,15_64,
Tonga,TON,WPR,UMC,2022,10,15_64,
Tonga,TON,WPR,UMC,2022,9,0_4,
Tonga,TON,WPR,UMC,2022,8,0_4,
Tonga,TON,WPR,UMC,2022,4,5_14,
Tonga,TON,WPR,UMC,2022,3,5_14,
Tonga,TON,WPR,UMC,2022,2,5_14,
Tonga,TON,WPR,UMC,2022,3,15_64,
Tonga,TON,WPR,UMC,2022,2,15_64,
Tonga,TON,WPR,UMC,2022,1,15_64,
Tonga,TON,WPR,UMC,2022,11,65+,
Tonga,TON,WPR,UMC,2022,10,65+,
Tonga,TON,WPR,UMC,2022,10,5_14,
Tonga,TON,WPR,UMC,2022,4,15_64,
Tonga,TON,WPR,UMC,2022,11,5_14,
Tonga,TON,WPR,UMC,2022,5,0_4,
Tonga,TON,WPR,UMC,2022,4,65+,
Tonga,TON,WPR,UMC,2022,3,65+,
Tonga,TON,WPR,UMC,2022,2,65+,
Tonga,TON,WPR,UMC,2022,1,65+,
Tonga,TON,WPR,UMC,2022,6,0_4,
Tonga,TON,WPR,UMC,2022,1,5_14,
Tonga,TON,WPR,UMC,2022,12,5_14,
Tonga,TON,WPR,UMC,2022,12,15_64,
Tonga,TON,WPR,UMC,2022,12,65+,
Tonga,TON,WPR,UMC,2022,6,65+,
Tonga,TON,WPR,UMC,2022,4,0_4,
Tonga,TON,WPR,UMC,2022,3,0_4,
Tonga,TON,WPR,UMC,2022,2,0_4,
Tonga,TON,WPR,UMC,2022,1,0_4,
Tonga,TON,WPR,UMC,2022,10,0_4,
Tonga,TON,WPR,UMC,2022,9,15_64,
Tonga,TON,WPR,UMC,2022,11,0_4,
Tonga,TON,WPR,UMC,2022,5,5_14,
Tonga,TON,WPR,UMC,2022,8,15_64,
Tonga,TON,WPR,UMC,2022,6,5_14,
Tonga,TON,WPR,UMC,2022,5,65+,
Trinidad and Tobago,TTO,AMR,HIC,2022,5,0_4,
Trinidad and Tobago,TTO,AMR,HIC,2022,12,15_64,
Trinidad and Tobago,TTO,AMR,HIC,2022,11,5_14,
Trinidad and Tobago,TTO,AMR,HIC,2022,10,5_14,
Trinidad and Tobago,TTO,AMR,HIC,2022,7,65+,
Trinidad and Tobago,TTO,AMR,HIC,2022,6,0_4,
Trinidad and Tobago,TTO,AMR,HIC,2022,5,15_64,
Trinidad and Tobago,TTO,AMR,HIC,2022,9,0_4,
Trinidad and Tobago,TTO,AMR,HIC,2022,8,5_14,
Trinidad and Tobago,TTO,AMR,HIC,2022,8,0_4,
Trinidad and Tobago,TTO,AMR,HIC,2022,7,5_14,
Trinidad and Tobago,TTO,AMR,HIC,2022,1,15_64,
Trinidad and Tobago,TTO,AMR,HIC,2022,7,0_4,
Trinidad and Tobago,TTO,AMR,HIC,2022,4,15_64,
Trinidad and Tobago,TTO,AMR,HIC,2022,3,15_64,
Trinidad and Tobago,TTO,AMR,HIC,2022,2,15_64,
Trinidad and Tobago,TTO,AMR,HIC,2022,12,0_4,
Trinidad and Tobago,TTO,AMR,HIC,2022,6,15_64,
Trinidad and Tobago,TTO,AMR,HIC,2022,1,0_4,
Trinidad and Tobago,TTO,AMR,HIC,2022,2,65+,
Trinidad and Tobago,TTO,AMR,HIC,2022,2,5_14,
Trinidad and Tobago,TTO,AMR,HIC,2022,2,0_4,
Trinidad and Tobago,TTO,AMR,HIC,2022,1,65+,
Trinidad and Tobago,TTO,AMR,HIC,2022,1,5_14,
Trinidad and Tobago,TTO,AMR,HIC,2022,8,15_64,
Trinidad and Tobago,TTO,AMR,HIC,2022,7,15_64,
Trinidad and Tobago,TTO,AMR,HIC,2022,4,65+,
Trinidad and Tobago,TTO,AMR,HIC,2022,4,5_14,
Trinidad and Tobago,TTO,AMR,HIC,2022,4,0_4,
Trinidad and Tobago,TTO,AMR,HIC,2022,3,65+,
Trinidad and Tobago,TTO,AMR,HIC,2022,3,5_14,
Trinidad and Tobago,TTO,AMR,HIC,2022,3,0_4,
Trinidad and Tobago,TTO,AMR,HIC,2022,9,15_64,
Trinidad and Tobago,TTO,AMR,HIC,2022,11,0_4,
Trinidad and Tobago,TTO,AMR,HIC,2022,10,0_4,
Trinidad and Tobago,TTO,AMR,HIC,2022,12,65+,
Trinidad and Tobago,TTO,AMR,HIC,2022,9,65+,
Trinidad and Tobago,TTO,AMR,HIC,2022,9,5_14,
Trinidad and Tobago,TTO,AMR,HIC,2022,8,65+,
Trinidad and Tobago,TTO,AMR,HIC,2022,12,5_14,
Trinidad and Tobago,TTO,AMR,HIC,2022,11,65+,
Trinidad and Tobago,TTO,AMR,HIC,2022,10,65+,
Trinidad and Tobago,TTO,AMR,HIC,2022,6,5_14,
Trinidad and Tobago,TTO,AMR,HIC,2022,5,5_14,
Trinidad and Tobago,TTO,AMR,HIC,2022,5,65+,
Trinidad and Tobago,TTO,AMR,HIC,2022,6,65+,
Trinidad and Tobago,TTO,AMR,HIC,2022,10,15_64,
Trinidad and Tobago,TTO,AMR,HIC,2022,11,15_64,
Tunisia,TUN,EMR,LMC,2022,11,15_64,
Tunisia,TUN,EMR,LMC,2022,7,15_64,
Tunisia,TUN,EMR,LMC,2022,9,5_14,
Tunisia,TUN,EMR,LMC,2022,10,15_64,
Tunisia,TUN,EMR,LMC,2022,6,5_14,
Tunisia,TUN,EMR,LMC,2022,5,65+,
Tunisia,TUN,EMR,LMC,2022,5,5_14,
Tunisia,TUN,EMR,LMC,2022,12,65+,
Tunisia,TUN,EMR,LMC,2022,11,0_4,
Tunisia,TUN,EMR,LMC,2022,10,0_4,
Tunisia,TUN,EMR,LMC,2022,6,65+,
Tunisia,TUN,EMR,LMC,2022,11,5_14,
Tunisia,TUN,EMR,LMC,2022,10,5_14,
Tunisia,TUN,EMR,LMC,2022,6,15_64,
Tunisia,TUN,EMR,LMC,2022,6,0_4,
Tunisia,TUN,EMR,LMC,2022,5,15_64,
Tunisia,TUN,EMR,LMC,2022,5,0_4,
Tunisia,TUN,EMR,LMC,2022,7,5_14,
Tunisia,TUN,EMR,LMC,2022,7,0_4,
Tunisia,TUN,EMR,LMC,2022,4,65+,
Tunisia,TUN,EMR,LMC,2022,3,65+,
Tunisia,TUN,EMR,LMC,2022,2,65+,
Tunisia,TUN,EMR,LMC,2022,1,65+,
Tunisia,TUN,EMR,LMC,2022,9,15_64,
Tunisia,TUN,EMR,LMC,2022,9,0_4,
Tunisia,TUN,EMR,LMC,2022,8,5_14,
Tunisia,TUN,EMR,LMC,2022,8,15_64,
Tunisia,TUN,EMR,LMC,2022,8,0_4,
Tunisia,TUN,EMR,LMC,2022,12,0_4,
Tunisia,TUN,EMR,LMC,2022,11,65+,
Tunisia,TUN,EMR,LMC,2022,10,65+,
Tunisia,TUN,EMR,LMC,2022,12,15_64,
Tunisia,TUN,EMR,LMC,2022,9,65+,
Tunisia,TUN,EMR,LMC,2022,8,65+,
Tunisia,TUN,EMR,LMC,2022,4,5_14,
Tunisia,TUN,EMR,LMC,2022,1,0_4,
Tunisia,TUN,EMR,LMC,2022,1,5_14,
Tunisia,TUN,EMR,LMC,2022,2,0_4,
Tunisia,TUN,EMR,LMC,2022,4,0_4,
Tunisia,TUN,EMR,LMC,2022,3,5_14,
Tunisia,TUN,EMR,LMC,2022,3,0_4,
Tunisia,TUN,EMR,LMC,2022,2,5_14,
Tunisia,TUN,EMR,LMC,2022,7,65+,
Tunisia,TUN,EMR,LMC,2022,12,5_14,
Tunisia,TUN,EMR,LMC,2022,4,15_64,
Tunisia,TUN,EMR,LMC,2022,3,15_64,
Tunisia,TUN,EMR,LMC,2022,2,15_64,
Tunisia,TUN,EMR,LMC,2022,1,15_64,
Turkey,TUR,EUR,UMC,2022,11,15_64,25
Turkey,TUR,EUR,UMC,2022,8,65+,1130
Turkey,TUR,EUR,UMC,2022,5,15_64,30
Turkey,TUR,EUR,UMC,2022,3,5_14,0
Turkey,TUR,EUR,UMC,2022,3,15_64,546
Turkey,TUR,EUR,UMC,2022,3,0_4,0
Turkey,TUR,EUR,UMC,2022,12,0_4,0
Turkey,TUR,EUR,UMC,2022,8,5_14,0
Turkey,TUR,EUR,UMC,2022,8,15_64,162
Turkey,TUR,EUR,UMC,2022,7,65+,545
Turkey,TUR,EUR,UMC,2022,7,15_64,74
Turkey,TUR,EUR,UMC,2022,11,65+,180
Turkey,TUR,EUR,UMC,2022,10,5_14,0
Turkey,TUR,EUR,UMC,2022,10,15_64,22
Turkey,TUR,EUR,UMC,2022,9,5_14,0
Turkey,TUR,EUR,UMC,2022,4,65+,528
Turkey,TUR,EUR,UMC,2022,12,15_64,28
Turkey,TUR,EUR,UMC,2022,10,0_4,0
Turkey,TUR,EUR,UMC,2022,9,0_4,0
Turkey,TUR,EUR,UMC,2022,4,15_64,103
Turkey,TUR,EUR,UMC,2022,1,65+,3768
Turkey,TUR,EUR,UMC,2022,12,5_14,0
Turkey,TUR,EUR,UMC,2022,11,5_14,0
Turkey,TUR,EUR,UMC,2022,11,0_4,0
Turkey,TUR,EUR,UMC,2022,7,5_14,0
Turkey,TUR,EUR,UMC,2022,6,65+,77
Turkey,TUR,EUR,UMC,2022,7,0_4,0
Turkey,TUR,EUR,UMC,2022,1,15_64,851
Turkey,TUR,EUR,UMC,2022,2,0_4,0
Turkey,TUR,EUR,UMC,2022,2,5_14,0
Turkey,TUR,EUR,UMC,2022,6,5_14,0
Turkey,TUR,EUR,UMC,2022,3,65+,3394
Turkey,TUR,EUR,UMC,2022,2,65+,6050
Turkey,TUR,EUR,UMC,2022,6,15_64,21
Turkey,TUR,EUR,UMC,2022,6,0_4,0
Turkey,TUR,EUR,UMC,2022,5,0_4,0
Turkey,TUR,EUR,UMC,2022,4,0_4,0
Turkey,TUR,EUR,UMC,2022,1,0_4,0
Turkey,TUR,EUR,UMC,2022,2,15_64,988
Turkey,TUR,EUR,UMC,2022,12,65+,193
Turkey,TUR,EUR,UMC,2022,10,65+,108
Turkey,TUR,EUR,UMC,2022,9,65+,195
Turkey,TUR,EUR,UMC,2022,9,15_64,29
Turkey,TUR,EUR,UMC,2022,8,0_4,0
Turkey,TUR,EUR,UMC,2022,5,65+,148
Turkey,TUR,EUR,UMC,2022,5,5_14,0
Turkey,TUR,EUR,UMC,2022,4,5_14,0
Turkey,TUR,EUR,UMC,2022,1,5_14,0
Turkmenistan,TKM,EUR,UMC,2022,11,65+,
Turkmenistan,TKM,EUR,UMC,2022,10,65+,
Turkmenistan,TKM,EUR,UMC,2022,6,5_14,
Turkmenistan,TKM,EUR,UMC,2022,5,5_14,
Turkmenistan,TKM,EUR,UMC,2022,7,15_64,
Turkmenistan,TKM,EUR,UMC,2022,4,0_4,
Turkmenistan,TKM,EUR,UMC,2022,3,0_4,
Turkmenistan,TKM,EUR,UMC,2022,2,0_4,
Turkmenistan,TKM,EUR,UMC,2022,1,0_4,
Turkmenistan,TKM,EUR,UMC,2022,12,5_14,
Turkmenistan,TKM,EUR,UMC,2022,9,15_64,
Turkmenistan,TKM,EUR,UMC,2022,8,15_64,
Turkmenistan,TKM,EUR,UMC,2022,7,0_4,
Turkmenistan,TKM,EUR,UMC,2022,4,65+,
Turkmenistan,TKM,EUR,UMC,2022,3,65+,
Turkmenistan,TKM,EUR,UMC,2022,2,65+,
Turkmenistan,TKM,EUR,UMC,2022,1,65+,
Turkmenistan,TKM,EUR,UMC,2022,7,5_14,
Turkmenistan,TKM,EUR,UMC,2022,7,65+,
Turkmenistan,TKM,EUR,UMC,2022,8,0_4,
Turkmenistan,TKM,EUR,UMC,2022,8,5_14,
Turkmenistan,TKM,EUR,UMC,2022,9,65+,
Turkmenistan,TKM,EUR,UMC,2022,9,5_14,
Turkmenistan,TKM,EUR,UMC,2022,9,0_4,
Turkmenistan,TKM,EUR,UMC,2022,8,65+,
Turkmenistan,TKM,EUR,UMC,2022,6,15_64,
Turkmenistan,TKM,EUR,UMC,2022,5,15_64,
Turkmenistan,TKM,EUR,UMC,2022,12,15_64,
Turkmenistan,TKM,EUR,UMC,2022,11,0_4,
Turkmenistan,TKM,EUR,UMC,2022,10,0_4,
Turkmenistan,TKM,EUR,UMC,2022,6,65+,
Turkmenistan,TKM,EUR,UMC,2022,4,5_14,
Turkmenistan,TKM,EUR,UMC,2022,3,5_14,
Turkmenistan,TKM,EUR,UMC,2022,2,5_14,
Turkmenistan,TKM,EUR,UMC,2022,1,5_14,
Turkmenistan,TKM,EUR,UMC,2022,12,65+,
Turkmenistan,TKM,EUR,UMC,2022,1,15_64,
Turkmenistan,TKM,EUR,UMC,2022,12,0_4,
Turkmenistan,TKM,EUR,UMC,2022,4,15_64,
Turkmenistan,TKM,EUR,UMC,2022,3,15_64,
Turkmenistan,TKM,EUR,UMC,2022,2,15_64,
Turkmenistan,TKM,EUR,UMC,2022,11,5_14,
Turkmenistan,TKM,EUR,UMC,2022,11,15_64,
Turkmenistan,TKM,EUR,UMC,2022,10,5_14,
Turkmenistan,TKM,EUR,UMC,2022,10,15_64,
Turkmenistan,TKM,EUR,UMC,2022,6,0_4,
Turkmenistan,TKM,EUR,UMC,2022,5,65+,
Turkmenistan,TKM,EUR,UMC,2022,5,0_4,
Turks and Caicos Islands,TCA,AMR,HIC,2022,4,65+,0
Turks and Caicos Islands,TCA,AMR,HIC,2022,7,15_64,0
Turks and Caicos Islands,TCA,AMR,HIC,2022,6,15_64,0
Turks and Caicos Islands,TCA,AMR,HIC,2022,3,0_4,0
Turks and Caicos Islands,TCA,AMR,HIC,2022,2,15_64,0
Turks and Caicos Islands,TCA,AMR,HIC,2022,1,5_14,0
Turks and Caicos Islands,TCA,AMR,HIC,2022,8,15_64,0
Turks and Caicos Islands,TCA,AMR,HIC,2022,7,5_14,0
Turks and Caicos Islands,TCA,AMR,HIC,2022,6,65+,0
Turks and Caicos Islands,TCA,AMR,HIC,2022,6,5_14,0
Turks and Caicos Islands,TCA,AMR,HIC,2022,2,5_14,0
Turks and Caicos Islands,TCA,AMR,HIC,2022,1,65+,5
Turks and Caicos Islands,TCA,AMR,HIC,2022,11,65+,0
Turks and Caicos Islands,TCA,AMR,HIC,2022,8,0_4,0
Turks and Caicos Islands,TCA,AMR,HIC,2022,7,65+,0
Turks and Caicos Islands,TCA,AMR,HIC,2022,9,0_4,0
Turks and Caicos Islands,TCA,AMR,HIC,2022,5,15_64,0
Turks and Caicos Islands,TCA,AMR,HIC,2022,4,15_64,0
Turks and Caicos Islands,TCA,AMR,HIC,2022,1,15_64,3
Turks and Caicos Islands,TCA,AMR,HIC,2022,12,65+,1
Turks and Caicos Islands,TCA,AMR,HIC,2022,10,65+,0
Turks and Caicos Islands,TCA,AMR,HIC,2022,10,5_14,0
